,Age Group,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Difference
1581,30-34,male,2043,2070025.9999999998,2306625.0,236599.00000000023,11.429759819441895
1582,35-39,male,2043,1905403.0,2313605.0,408202.0,21.423394421022746
1583,40-44,male,2043,1771048.0,2237730.0,466682.0,26.35061274454447
1584,45-49,male,2043,1886077.0,2188385.0,302308.0,16.028401809682215
1585,50-54,male,2043,1935577.0,2104451.0,168874.0,8.724736861411351
1586,55-59,male,2043,1846457.0,1920666.0,74209.0,4.0189942143250565
1587,60-64,male,2043,1763099.0,1749728.0,-13371.0,-0.7583805560549918
1588,65-69,male,2043,1556959.0,1514324.0,-42635.0,-2.7383508493158777
1589,70-74,male,2043,1614887.0,1549310.0,-65577.0,-4.060779484880366
1590,75-79,male,2043,1480413.0,1407951.0,-72462.0,-4.894715190963603
1591,80-84,male,2043,1116688.0,1056506.0,-60182.0,-5.389329875488945
1592,85-89,male,2043,663049.0,616806.0,-46243.0,-6.9742960173380855
1593,90-94,male,2043,308250.0,283816.0,-24434.0,-7.9266828872668285
1594,95-99,male,2043,93548.0,83355.0,-10193.0,-10.89601060418181
1595,100&over,male,2043,8837.0,6298.0,-2539.0,-28.73146995586738
1596,0-4,female,2043,1650487.0,1500832.0,-149655.0,-9.067323765652198
1597,5-9,female,2043,1623183.0,1505199.0,-117984.0,-7.268681350161997
1598,10-14,female,2043,1601576.0,1516204.0,-85372.0,-5.330499458033837
1599,15-19,female,2043,1628652.0,1557693.0,-70959.0,-4.3569160262597535
1600,20-24,female,2043,1726419.0,1789950.0,63531.0,3.679929379831895
1601,25-29,female,2043,1898635.0,2017559.0,118924.0,6.263657838394425
1602,30-34,female,2043,1966945.0,2207543.0,240598.0,12.232065461921914
1603,35-39,female,2043,1822925.0,2205208.0,382283.0,20.970857276081023
1604,40-44,female,2043,1711403.0,2195997.0,484594.0,28.315598371628425
1605,45-49,female,2043,1834697.0,2240765.0,406068.0,22.132700930998418
1606,50-54,female,2043,1934899.0,2226831.0,291932.0,15.087712588615737
1607,55-59,female,2043,1910591.0,2074337.0,163746.0,8.5704371055867
1608,60-64,female,2043,1850993.0,1887600.0,36607.0,1.9776952154870384
1609,65-69,female,2043,1644474.0,1632016.0,-12458.0,-0.7575674653415013
1610,70-74,female,2043,1757841.0,1722746.0,-35095.0,-1.996483185908168
1611,75-79,female,2043,1672875.0,1634122.0,-38753.0,-2.3165508480908614
1612,80-84,female,2043,1325381.0,1296379.0,-29002.0,-2.188200977681135
1613,85-89,female,2043,856904.0,840989.0,-15915.0,-1.8572675585596519
1614,90-94,female,2043,451122.0,461177.0,10055.0,2.2288870859767425
1615,95-99,female,2043,157464.0,164660.0,7196.0,4.569933445104913
1616,100&over,female,2043,18276.0,17512.0,-764.0,-4.180345808710877
1617,0-4,persons,2043,3382106.0,3079295.0,-302811.0,-8.953326714183412
1618,5-9,persons,2043,3325016.0,3090406.0,-234610.0,-7.055905896392679
1619,10-14,persons,2043,3282891.0,3113488.0,-169403.0,-5.160177416795135
1620,15-19,persons,2043,3346708.0,3204338.0,-142370.0,-4.254031125511996
1621,20-24,persons,2043,3557592.0,3683048.0,125456.0,3.5264302370817115
1622,25-29,persons,2043,3912677.0,4134931.0,222254.0,5.680356441382715
1623,30-34,persons,2043,4036971.0,4514168.0,477197.0,11.820669506914962
1624,35-39,persons,2043,3728328.0,4518813.0,790485.0,21.202131357541504
1625,40-44,persons,2043,3482451.0,4433727.0,951276.0,27.316278104128383
1626,45-49,persons,2043,3720774.0,4429150.0,708376.0,19.038404375003694
1627,50-54,persons,2043,3870476.0,4331282.0,460806.0,11.90566741661749
1628,55-59,persons,2043,3757048.0,3995003.0,237955.0,6.333562946227995
1629,60-64,persons,2043,3614092.0,3637328.0,23236.0,0.6429277395262766
1630,65-69,persons,2043,3201433.0,3146340.0,-55093.0,-1.7208856159101251
1631,70-74,persons,2043,3372728.0,3272056.0,-100672.0,-2.9848834533944038
1632,75-79,persons,2043,3153288.0,3042073.0,-111215.0,-3.5269534530306146
1633,80-84,persons,2043,2442069.0,2352885.0,-89184.0,-3.651985263315656
1634,85-89,persons,2043,1519953.0,1457795.0,-62158.0,-4.089468555935611
1635,90-94,persons,2043,759372.0,744993.0,-14379.0,-1.8935383448428438
1636,95-99,persons,2043,251012.0,248015.0,-2997.0,-1.1939668223033162
1637,100&over,persons,2043,27113.0,23810.0,-3303.0,-12.182347951167337
1638,0-4,male,2044,1741834.0,1582855.0,-158979.0,-9.127103960538145
1639,5-9,male,2044,1717536.0,1590522.0,-127014.0,-7.39512883572746
1640,10-14,male,2044,1688966.0,1599536.0,-89430.0,-5.294955611895088
1641,15-19,male,2044,1718158.0,1651169.0,-66989.0,-3.898884735862476
1642,20-24,male,2044,1827438.0,1868699.0,41261.0,2.257860458193383
1643,25-29,male,2044,1986602.0,2104792.0,118190.0,5.949354727318306
1644,30-34,male,2044,2078074.9999999998,2299953.0,221878.00000000023,10.677092982688317
1645,35-39,male,2044,1945619.0,2323673.0,378054.0,19.431039684542554
1646,40-44,male,2044,1762554.0,2252726.0,490172.0,27.81032524393579
1647,45-49,male,2044,1869226.0,2204851.0,335625.0,17.95529272543823
1648,50-54,male,2044,1937004.0,2123356.0,186352.0,9.620630623375067
1649,55-59,male,2044,1863114.0,1956783.0,93669.0,5.027550649074613
1650,60-64,male,2044,1771691.0,1764527.0,-7164.0,-0.40435945094263054
1651,65-69,male,2044,1570627.0,1528811.0,-41816.0,-2.6623762357326086
1652,70-74,male,2044,1585336.0,1518482.0,-66854.0,-4.217024025190874
1653,75-79,male,2044,1481970.0,1409550.0,-72420.0,-4.886738597947327
1654,80-84,male,2044,1152271.0,1086925.0,-65346.0,-5.67106175543774
1655,85-89,male,2044,685455.0,638416.0,-47039.0,-6.862449030206213
1656,90-94,male,2044,311990.0,285714.0,-26276.0,-8.422064809769545
1657,95-99,male,2044,95953.0,84911.0,-11042.0,-11.507717319937887
1658,100&over,male,2044,9766.0,7027.0,-2739.0,-28.046283022731927
1659,0-4,female,2044,1660206.0,1505014.0,-155192.0,-9.347755639962752
1660,5-9,female,2044,1638132.0,1510254.0,-127878.0,-7.806330625370849
1661,10-14,female,2044,1608856.0,1518342.0,-90514.0,-5.625985172072578
1662,15-19,female,2044,1628720.0,1562221.0,-66499.0,-4.082899454786581
1663,20-24,female,2044,1722741.0,1766285.0,43544.0,2.527599912000701
1664,25-29,female,2044,1873293.0,2003816.0,130523.0,6.967569942342175
1665,30-34,female,2044,1973722.0,2202139.0,228417.0,11.572906417418462
1666,35-39,female,2044,1861385.0,2218440.0,357055.0,19.18222184018889
1667,40-44,female,2044,1702544.0,2192657.0,490113.0,28.78709742596961
1668,45-49,female,2044,1816433.0,2238692.0,422259.0,23.246604746775688
1669,50-54,female,2044,1924303.0,2235879.0,311576.0,16.191628865100764
1670,55-59,female,2044,1920070.0,2112762.0,192692.0,10.035675782653758
1671,60-64,female,2044,1864085.0,1910620.0,46535.0,2.4963990375975342
1672,65-69,female,2044,1657172.0,1651599.0,-5573.0,-0.33629580997023845
1673,70-74,female,2044,1722654.0,1687193.0,-35461.0,-2.0585097181442125
1674,75-79,female,2044,1673854.0,1636691.0,-37163.0,-2.2202055854333773
1675,80-84,female,2044,1367690.0,1337350.0,-30340.0,-2.2183389510780955
1676,85-89,female,2044,882796.0,866986.0,-15810.0,-1.7909007290472543
1677,90-94,female,2044,455126.0,463526.0,8400.0,1.845642745085976
1678,95-99,female,2044,161158.0,168457.0,7299.0,4.52909567008774
1679,100&over,female,2044,19850.0,19230.0,-620.0,-3.123425692695214
1680,0-4,persons,2044,3402040.0,3087869.0,-314171.0,-9.234782659815876
1681,5-9,persons,2044,3355668.0,3100776.0,-254892.0,-7.595864668376014
1682,10-14,persons,2044,3297822.0,3117878.0,-179944.0,-5.456449741677993
1683,15-19,persons,2044,3346878.0,3213390.0,-133488.0,-3.9884333997235637
1684,20-24,persons,2044,3550179.0,3634984.0,84805.0,2.388752792464831
1685,25-29,persons,2044,3859895.0,4108608.0,248713.0,6.443517245935447
1686,30-34,persons,2044,4051797.0,4502092.0,450295.0,11.113463976601
1687,35-39,persons,2044,3807004.0,4542113.0,735109.0,19.309383441677497
1688,40-44,persons,2044,3465098.0,4445383.0,980285.0,28.290253262678284
1689,45-49,persons,2044,3685659.0,4443543.0,757884.0,20.56305263183599
1690,50-54,persons,2044,3861307.0,4359235.0,497928.0,12.895322749524968
1691,55-59,persons,2044,3783184.0,4069545.0,286361.0,7.569311986940101
1692,60-64,persons,2044,3635776.0,3675147.0,39371.0,1.0828774930028693
1693,65-69,persons,2044,3227799.0,3180410.0,-47389.0,-1.4681521371064308
1694,70-74,persons,2044,3307990.0,3205675.0,-102315.0,-3.092965819122791
1695,75-79,persons,2044,3155824.0,3046241.0,-109583.0,-3.4724053052388215
1696,80-84,persons,2044,2519961.0,2424275.0,-95686.0,-3.7971222570508036
1697,85-89,persons,2044,1568251.0,1505402.0,-62849.0,-4.007585520430084
1698,90-94,persons,2044,767116.0,749240.0,-17876.0,-2.3302864234353087
1699,95-99,persons,2044,257111.0,253368.0,-3743.0,-1.4557914674984735
1700,100&over,persons,2044,29616.0,26257.0,-3359.0,-11.34184224743382
1701,0-4,male,2045,1749354.0,1586153.0,-163201.0,-9.329215241740666
1702,5-9,male,2045,1733737.0,1596187.0,-137550.0,-7.933729279585081
1703,10-14,male,2045,1698361.0,1602294.0,-96067.0,-5.656453486626224
1704,15-19,male,2045,1719153.0,1654300.0,-64853.0,-3.7723809340995245
1705,20-24,male,2045,1822287.0,1850669.0,28382.0,1.5574934134963372
1706,25-29,male,2045,1961212.0,2088046.0,126834.0,6.467123391045945
1707,30-34,male,2045,2078891.9999999998,2289578.0,210686.00000000023,10.134533203264057
1708,35-39,male,2045,1986069.0,2337234.0,351165.0,17.681409860382495
1709,40-44,male,2045,1769323.0,2273178.0,503855.0,28.47727633676836
1710,45-49,male,2045,1851883.0,2217148.0,365265.0,19.72397824268596
1711,50-54,male,2045,1921680.0,2132986.0,211306.0,10.995899421339661
1712,55-59,male,2045,1877453.0,1987035.0,109582.0,5.8367373244496665
1713,60-64,male,2045,1778709.0,1779193.0,484.0,0.027210746670759522
1714,65-69,male,2045,1600812.0,1559787.0,-41025.0,-2.562761898336594
1715,70-74,male,2045,1558248.0,1492359.0,-65889.0,-4.228402667611317
1716,75-79,male,2045,1475185.0,1401928.0,-73257.0,-4.965953422791039
1717,80-84,male,2045,1184778.0,1114454.0,-70324.0,-5.93562675876831
1718,85-89,male,2045,710571.0,662918.0,-47653.0,-6.706296766966285
1719,90-94,male,2045,317077.0,289118.0,-27959.0,-8.817731970467742
1720,95-99,male,2045,97094.0,85070.0,-12024.0,-12.383875419696377
1721,100&over,male,2045,10455.0,7566.0,-2889.0,-27.632711621233856
1722,0-4,female,2045,1667364.0,1508151.0,-159213.0,-9.548784788444515
1723,5-9,female,2045,1653560.0,1515653.0,-137907.0,-8.340005805655675
1724,10-14,female,2045,1617790.0,1520956.0,-96834.0,-5.985572911193666
1725,15-19,female,2045,1629646.0,1565325.0,-64321.0,-3.946930805831451
1726,20-24,female,2045,1717752.0,1747643.0,29891.0,1.7401231376822732
1727,25-29,female,2045,1850461.0,1987516.0,137055.0,7.406532750487581
1728,30-34,female,2045,1972771.0,2192834.0,220063.0,11.15502002006315
1729,35-39,female,2045,1900190.0,2236203.0,336013.0,17.683126424199685
1730,40-44,female,2045,1710125.0,2195919.0,485794.0,28.406929318032308
1731,45-49,female,2045,1796206.0,2233959.0,437753.0,24.370979720588842
1732,50-54,female,2045,1904733.0,2233015.0,328282.0,17.235066542134778
1733,55-59,female,2045,1923513.0,2143385.0,219872.0,11.430751962684942
1734,60-64,female,2045,1868104.0,1930824.0,62720.0,3.3574147906112293
1735,65-69,female,2045,1690849.0,1691255.0,406.0,0.02401160600384777
1736,70-74,female,2045,1690128.0,1656556.0,-33572.0,-1.9863584296573988
1737,75-79,female,2045,1664116.0,1628131.0,-35985.0,-2.1624093512711853
1738,80-84,female,2045,1407308.0,1375829.0,-31479.0,-2.2368237798690833
1739,85-89,female,2045,913114.0,897722.0,-15392.0,-1.6856602790013078
1740,90-94,female,2045,459985.0,467059.0,7074.0,1.5378762350946227
1741,95-99,female,2045,163203.0,170069.0,6866.0,4.207030508017622
1742,100&over,female,2045,21021.0,20513.0,-508.0,-2.416630988059559
1743,0-4,persons,2045,3416718.0,3094304.0,-322414.0,-9.436365541434792
1744,5-9,persons,2045,3387297.0,3111840.0,-275457.0,-8.132059279124329
1745,10-14,persons,2045,3316151.0,3123250.0,-192901.0,-5.817014967050656
1746,15-19,persons,2045,3348799.0,3219625.0,-129174.0,-3.8573231776526447
1747,20-24,persons,2045,3540039.0,3598312.0,58273.0,1.6461118083727326
1748,25-29,persons,2045,3811673.0,4075562.0,263889.0,6.923180451208695
1749,30-34,persons,2045,4051663.0,4482412.0,430749.0,10.63141233611976
1750,35-39,persons,2045,3886259.0,4573437.0,687178.0,17.682249175878397
1751,40-44,persons,2045,3479448.0,4469097.0,989649.0,28.442701256061305
1752,45-49,persons,2045,3648089.0,4451107.0,803018.0,22.012017798907866
1753,50-54,persons,2045,3826413.0,4366001.0,539588.0,14.101666495488072
1754,55-59,persons,2045,3800966.0,4130420.0,329454.0,8.667638700267249
1755,60-64,persons,2045,3646813.0,3710017.0,63204.0,1.7331297217597943
1756,65-69,persons,2045,3291661.0,3251042.0,-40619.0,-1.2339970610582318
1757,70-74,persons,2045,3248376.0,3148915.0,-99461.0,-3.0618684536519174
1758,75-79,persons,2045,3139301.0,3030059.0,-109242.0,-3.4798192336446867
1759,80-84,persons,2045,2592086.0,2490283.0,-101803.0,-3.927454567479628
1760,85-89,persons,2045,1623685.0,1560640.0,-63045.0,-3.8828344167741897
1761,90-94,persons,2045,777062.0,756177.0,-20885.0,-2.6876877263332912
1762,95-99,persons,2045,260297.00000000003,255139.0,-5158.000000000029,-1.981582576825714
1763,100&over,persons,2045,31476.0,28079.0,-3397.0,-10.792349726775956
1764,0-4,male,2046,1754141.0,1588255.0,-165886.0,-9.456822456119548
1765,5-9,male,2046,1749584.0,1602040.0,-147544.0,-8.433090380341842
1766,10-14,male,2046,1709578.0,1605646.0,-103932.0,-6.079395031990351
1767,15-19,male,2046,1721377.0,1656539.0,-64838.0,-3.7666356643547583
1768,20-24,male,2046,1818809.0,1841973.0,23164.0,1.2735806783450048
1769,25-29,male,2046,1931595.0,2058323.0,126728.0,6.560795611916577
1770,30-34,male,2046,2074320.0000000002,2278313.0,203992.99999999977,9.834210729299228
1771,35-39,male,2046,2019130.0,2359607.0,340477.0,16.8625596172609
1772,40-44,male,2046,1799923.0,2293257.0,493334.0,27.40861692416842
1773,45-49,male,2046,1822928.0,2224065.0,401137.0,22.005092905479536
1774,50-54,male,2046,1902686.0,2137832.0,235146.0,12.358634057327379
1775,55-59,male,2046,1898301.0,2020753.0,122452.0,6.450610308902539
1776,60-64,male,2046,1786640.0,1799137.0,12497.0,0.699469395065598
1777,65-69,male,2046,1635378.0,1594268.0,-41110.0,-2.5137919184433204
1778,70-74,male,2046,1519145.0,1454813.0,-64332.0,-4.234750468190989
1779,75-79,male,2046,1477173.0,1403111.0,-74062.0,-5.01376616009093
1780,80-84,male,2046,1207305.0,1132950.0,-74355.0,-6.1587585572825425
1781,85-89,male,2046,738286.0,688725.0,-49561.0,-6.71298114822711
1782,90-94,male,2046,326316.0,296783.0,-29533.0,-9.050429644884101
1783,95-99,male,2046,97584.0,84700.0,-12884.0,-13.202984095753404
1784,100&over,male,2046,11137.0,8097.0,-3040.0,-27.296399389422643
1785,0-4,female,2046,1671917.0,1510150.0,-161767.0,-9.675540113534344
1786,5-9,female,2046,1668649.0,1521222.0,-147427.0,-8.835111518360064
1787,10-14,female,2046,1628457.0,1524147.0,-104310.0,-6.405450067149456
1788,15-19,female,2046,1631760.0,1567493.0,-64267.0,-3.9385081139383242
1789,20-24,female,2046,1714363.0,1738496.0,24133.0,1.4076948697562885
1790,25-29,female,2046,1823218.0,1959287.0,136069.0,7.463122895890672
1791,30-34,female,2046,1967433.0,2182309.0,214876.0,10.921642566735436
1792,35-39,female,2046,1931796.0,2259313.0,327517.0,16.95401584846433
1793,40-44,female,2046,1737329.0,2201614.0,464285.0,26.724068958729173
1794,45-49,female,2046,1771305.0,2228480.0,457175.0,25.81006658932256
1795,50-54,female,2046,1877149.0,2224435.0,347286.0,18.500715713030772
1796,55-59,female,2046,1933880.0,2172727.0,238847.0,12.35066291600306
1797,60-64,female,2046,1872625.0,1954850.0,82225.0,4.390895133836192
1798,65-69,female,2046,1729877.0,1737519.0,7642.0,0.4417655128081361
1799,70-74,female,2046,1643749.0,1611911.0,-31838.0,-1.9369137258790727
1800,75-79,female,2046,1664429.0,1629482.0,-34947.0,-2.099638975288222
1801,80-84,female,2046,1435573.0,1403292.0,-32281.0,-2.2486491456721462
1802,85-89,female,2046,946952.0,931543.0,-15409.0,-1.627220809502488
1803,90-94,female,2046,470410.0,476354.0,5944.0,1.2635785803873216
1804,95-99,female,2046,163671.0,169927.0,6256.0,3.822302057175676
1805,100&over,female,2046,22182.0,21745.0,-437.0,-1.9700658191326301
1806,0-4,persons,2046,3426058.0,3098405.0,-327653.0,-9.563556717370226
1807,5-9,persons,2046,3418233.0,3123262.0,-294971.0,-8.629341534061604
1808,10-14,persons,2046,3338035.0,3129793.0,-208242.0,-6.23846065125141
1809,15-19,persons,2046,3353137.0,3224032.0,-129105.0,-3.850275130422646
1810,20-24,persons,2046,3533172.0,3580469.0,47297.0,1.3386554631362413
1811,25-29,persons,2046,3754813.0,4017610.0,262797.0,6.99893709753322
1812,30-34,persons,2046,4041753.0,4460622.0,418869.0,10.363547698238857
1813,35-39,persons,2046,3950926.0,4618920.0,667994.0,16.907276926978636
1814,40-44,persons,2046,3537252.0,4494871.0,957619.0,27.07239970462947
1815,45-49,persons,2046,3594233.0,4452545.0,858312.0,23.88025484157538
1816,50-54,persons,2046,3779835.0,4362267.0,582432.0,15.4089265801285
1817,55-59,persons,2046,3832181.0,4193480.0,361299.0,9.42802545078116
1818,60-64,persons,2046,3659265.0,3753987.0,94722.0,2.588552619173522
1819,65-69,persons,2046,3365255.0,3331787.0,-33468.0,-0.9945160173597543
1820,70-74,persons,2046,3162894.0,3066724.0,-96170.0,-3.0405698072714418
1821,75-79,persons,2046,3141602.0,3032593.0,-109009.0,-3.469853915295445
1822,80-84,persons,2046,2642878.0,2536242.0,-106636.0,-4.034843833124344
1823,85-89,persons,2046,1685238.0,1620268.0,-64970.0,-3.855241811542346
1824,90-94,persons,2046,796726.0,773137.0,-23589.0,-2.9607418359636815
1825,95-99,persons,2046,261255.0,254627.0,-6628.0,-2.5369849380873095
1826,100&over,persons,2046,33319.0,29842.0,-3477.0,-10.435487259521596
1827,0-4,male,2047,1756192.0,1589112.0,-167080.0,-9.51376614857601
1828,5-9,male,2047,1764279.0,1607851.0,-156428.0,-8.866398115037361
1829,10-14,male,2047,1722553.0,1609723.0,-112830.0,-6.550161301277813
1830,15-19,male,2047,1725231.0,1658382.0,-66849.0,-3.874785463511843
1831,20-24,male,2047,1817303.0,1830444.0,13141.0,0.7231045125661488
1832,25-29,male,2047,1908050.0,2040423.0,132373.0,6.937606456853857
1833,30-34,male,2047,2052786.0,2258633.0,205847.0,10.027689198971544
1834,35-39,male,2047,2052213.0000000002,2377678.0,325464.99999999977,15.859221240680169
1835,40-44,male,2047,1845703.0,2312833.0,467130.0,25.309055682306415
1836,45-49,male,2047,1789101.0,2225096.0,435995.0,24.369501777708468
1837,50-54,male,2047,1892358.0,2152741.0,260383.0,13.75971142880998
1838,55-59,male,2047,1916227.0,2051035.0,134808.0,7.035074654516402
1839,60-64,male,2047,1790771.0,1824759.0,33988.0,1.8979534513346485
1840,65-69,male,2047,1670164.0,1632194.0,-37970.0,-2.2734294356721856
1841,70-74,male,2047,1484076.0,1422285.0,-61791.0,-4.163600785943577
1842,75-79,male,2047,1470459.0,1393512.0,-76947.0,-5.232855863373273
1843,80-84,male,2047,1224331.0,1146985.0,-77346.0,-6.317409262691216
1844,85-89,male,2047,767591.0,715044.0,-52547.0,-6.845702985053238
1845,90-94,male,2047,338493.0,307512.0,-30981.0,-9.152626494491763
1846,95-99,male,2047,96652.0,83113.0,-13539.0,-14.007987418780782
1847,100&over,male,2047,13175.0,9702.0,-3473.0,-26.36053130929791
1848,0-4,female,2047,1673859.0,1510968.0,-162891.0,-9.731464836643946
1849,5-9,female,2047,1682641.0,1526750.0,-155891.0,-9.264661921348642
1850,10-14,female,2047,1640803.0,1528033.0,-112770.0,-6.872854328033286
1851,15-19,female,2047,1635419.0,1569232.0,-66187.0,-4.047097410510701
1852,20-24,female,2047,1712885.0,1727047.0,14162.0,0.8267922248136916
1853,25-29,female,2047,1801583.0,1941079.0,139496.0,7.742968267351545
1854,30-34,female,2047,1945677.0,2163393.0,217716.0,11.189729847245971
1855,35-39,female,2047,1965449.0,2278609.0,313160.0,15.933254945816453
1856,40-44,female,2047,1780134.0,2212274.0,432140.0,24.27570059332612
1857,45-49,female,2047,1737340.0,2212982.0,475642.0,27.377600239446508
1858,50-54,female,2047,1854072.0,2226097.0,372025.0,20.065294120185193
1859,55-59,female,2047,1939307.0,2193802.0,254495.0,13.122986716388896
1860,60-64,female,2047,1878912.0,1989806.0,110894.0,5.902032665712923
1861,65-69,female,2047,1773986.0,1786060.0,12074.0,0.6806141649370401
1862,70-74,female,2047,1603654.0,1575933.0,-27721.0,-1.7286147760052981
1863,75-79,female,2047,1654440.0,1618440.0,-36000.0,-2.1759628635671286
1864,80-84,female,2047,1453142.0,1419913.0,-33229.0,-2.286700129787729
1865,85-89,female,2047,982559.0,967824.0,-14735.0,-1.4996554914259603
1866,90-94,female,2047,485526.0,490732.0,5206.0,1.0722391797761603
1867,95-99,female,2047,161436.0,166822.0,5386.0,3.336306647835675
1868,100&over,female,2047,25834.0,25573.0,-261.0,-1.0102965084772006
1869,0-4,persons,2047,3430051.0,3100080.0,-329971.0,-9.620002734653218
1870,5-9,persons,2047,3446920.0,3134601.0,-312319.0,-9.060813711951539
1871,10-14,persons,2047,3363356.0,3137756.0,-225600.0,-6.707586113393884
1872,15-19,persons,2047,3360650.0,3227614.0,-133036.0,-3.9586389537738236
1873,20-24,persons,2047,3530188.0,3557491.0,27303.0,0.7734149002829311
1874,25-29,persons,2047,3709633.0,3981502.0,271869.0,7.328730362275729
1875,30-34,persons,2047,3998463.0,4422026.0,423563.0,10.593145416126147
1876,35-39,persons,2047,4017662.0,4656287.0,638625.0,15.895438690462264
1877,40-44,persons,2047,3625837.0,4525107.0,899270.0,24.80172164385768
1878,45-49,persons,2047,3526441.0,4438078.0,911637.0,25.851474617043074
1879,50-54,persons,2047,3746430.0,4378838.0,632408.0,16.880283363095
1880,55-59,persons,2047,3855534.0,4244837.0,389303.0,10.097252416915529
1881,60-64,persons,2047,3669683.0,3814565.0,144882.0,3.9480794390142147
1882,65-69,persons,2047,3444150.0,3418254.0,-25896.0,-0.7518836287618135
1883,70-74,persons,2047,3087730.0,2998218.0,-89512.0,-2.89895813429283
1884,75-79,persons,2047,3124899.0,3011952.0,-112947.0,-3.614420818080841
1885,80-84,persons,2047,2677473.0,2566898.0,-110575.0,-4.129826892745511
1886,85-89,persons,2047,1750150.0,1682868.0,-67282.0,-3.8443561980401677
1887,90-94,persons,2047,824019.0,798244.0,-25775.0,-3.127961855248483
1888,95-99,persons,2047,258088.00000000003,249935.0,-8153.000000000029,-3.1590000309971904
1889,100&over,persons,2047,39009.0,35275.0,-3734.0,-9.572150016662821
1890,0-4,male,2048,1755619.0,1588469.0,-167150.0,-9.520858455052036
1891,5-9,male,2048,1777109.0,1613169.0,-163940.0,-9.225095365562833
1892,10-14,male,2048,1737053.0,1614514.0,-122539.0,-7.054419180071074
1893,15-19,male,2048,1731031.0,1660273.0,-70758.0,-4.08762176991631
1894,20-24,male,2048,1816963.0,1834130.0,17167.0,0.944818358986947
1895,25-29,male,2048,1892684.0,2014024.0,121340.0,6.411001519535222
1896,30-34,male,2048,2030565.0,2240318.0,209753.0,10.329785059823251
1897,35-39,male,2048,2064871.9999999998,2376147.0,311275.00000000023,15.074784296556896
1898,40-44,male,2048,1897083.0,2335305.0,438222.0,23.099780030710306
1899,45-49,male,2048,1769528.0,2235978.0,466450.0,26.360136714423284
1900,50-54,male,2048,1879992.0,2170756.0,290764.0,15.466236026536285
1901,55-59,male,2048,1915127.0,2064809.0,149682.0,7.815774097488052
1902,60-64,male,2048,1806873.0,1860668.0,53795.0,2.9772430049040524
1903,65-69,male,2048,1700766.0,1666337.0,-34429.0,-2.0243231579182557
1904,70-74,male,2048,1466333.0,1405972.0,-60361.0,-4.116459221745675
1905,75-79,male,2048,1456984.0,1377460.0,-79524.0,-5.458124454352278
1906,80-84,male,2048,1232325.0,1154046.0,-78279.0,-6.352139248980586
1907,85-89,male,2048,795242.0,739306.0,-55936.0,-7.033833726085896
1908,90-94,male,2048,352557.0,320421.0,-32136.0,-9.115121810090283
1909,95-99,male,2048,98233.0,83809.0,-14424.0,-14.683456679527247
1910,100&over,male,2048,14064.0,10315.0,-3749.0,-26.656712172923775
1911,0-4,female,2048,1673303.0,1510354.0,-162949.0,-9.738164576290128
1912,5-9,female,2048,1694857.0,1531811.0,-163046.0,-9.620044640934308
1913,10-14,female,2048,1654597.0,1532590.0,-122007.0,-7.3738197277040864
1914,15-19,female,2048,1640935.0,1571018.0,-69917.0,-4.260802530264757
1915,20-24,female,2048,1712518.0,1730827.0,18309.0,1.0691274485874016
1916,25-29,female,2048,1788179.0,1914385.0,126206.0,7.057794549650789
1917,30-34,female,2048,1924498.0,2146448.0,221950.0,11.532877664720878
1918,35-39,female,2048,1976675.0,2276681.0,300006.0,15.177305323333377
1919,40-44,female,2048,1829676.0,2235434.0,405758.0,22.176494636208815
1920,45-49,female,2048,1716883.0,2202738.0,485855.0,28.29866682819971
1921,50-54,female,2048,1836374.0,2229107.0,392733.0,21.38632979992093
1922,55-59,female,2048,1925365.0,2196578.0,271213.0,14.086316101102907
1923,60-64,female,2048,1891053.0,2031779.0,140726.0,7.441674030288945
1924,65-69,female,2048,1813159.0,1832173.0,19014.0,1.0486669950070568
1925,70-74,female,2048,1581719.0,1559281.0,-22438.0,-1.4185831996707379
1926,75-79,female,2048,1635176.0,1597707.0,-37469.0,-2.291435295038577
1927,80-84,female,2048,1461373.0,1429180.0,-32193.0,-2.20292834204546
1928,85-89,female,2048,1017319.0,1002533.0,-14786.0,-1.4534280790981
1929,90-94,female,2048,503374.0,507982.0,4608.0,0.9154227274352669
1930,95-99,female,2048,162770.0,167296.0,4526.0,2.7806106776433004
1931,100&over,female,2048,27494.0,27261.0,-233.0,-0.847457627118644
1932,0-4,persons,2048,3428922.0,3098823.0,-330099.0,-9.626903149152998
1933,5-9,persons,2048,3471966.0,3144980.0,-326986.0,-9.417891765069127
1934,10-14,persons,2048,3391650.0,3147104.0,-244546.0,-7.210236905341058
1935,15-19,persons,2048,3371966.0,3231291.0,-140675.0,-4.1718985304122285
1936,20-24,persons,2048,3529481.0,3564957.0,35476.0,1.0051336159622335
1937,25-29,persons,2048,3680863.0,3928409.0,247546.0,6.72521634192851
1938,30-34,persons,2048,3955063.0,4386766.0,431703.0,10.915199075210685
1939,35-39,persons,2048,4041547.0,4652828.0,611281.0,15.124926173071845
1940,40-44,persons,2048,3726759.0,4570739.0,843980.0,22.646487202419046
1941,45-49,persons,2048,3486411.0,4438716.0,952305.0,27.314765815045906
1942,50-54,persons,2048,3716366.0,4399863.0,683497.0,18.391541629645737
1943,55-59,persons,2048,3840492.0,4261387.0,420895.0,10.959403118142156
