Age,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Change
55-59,male,2050,1902085.0,2093566,191481.0,10.066900269966904
60-64,male,2050,1838147.0,1926010,87863.0,4.779976791845266
65-69,male,2050,1717346.0,1696068,-21278.0,-1.2390048365326498
70-74,male,2050,1510415.0,1451217,-59198.0,-3.919320186836068
75-79,male,2050,1408975.0,1329801,-79174.0,-5.6192622296350185
80-84,male,2050,1233062.0,1153715,-79347.0,-6.434956230911341
85-89,male,2050,849692.0,785162,-64530.0,-7.594516601309651
90-94,male,2050,383114.0,348999,-34115.0,-8.904660231680388
95-99,male,2050,103528.0,87545,-15983.0,-15.438335522757129
0-4,female,2050,1666341.0,1504165,-162176.0,-9.73246172302068
5-9,female,2050,1711734.0,1539146,-172588.0,-10.082641344975327
10-14,female,2050,1684966.0,1543031,-141935.0,-8.423612108493582
15-19,female,2050,1657156.0,1575763,-81393.0,-4.911607597594916
20-24,female,2050,1713509.0,1738327,24818.0,1.448372900288239
25-29,female,2050,1779535.0,1871906,92371.0,5.190738029878592
30-34,female,2050,1876433.0,2116595,240162.0,12.798858259261056
35-39,female,2050,1982591.0,2262171,279580.0,14.101748671309414
40-44,female,2050,1906746.0,2266375,359629.0,18.860876068443304
45-49,female,2050,1715855.0,2202980,487125.0,28.389636653446825
50-54,female,2050,1798472.0,2222725,424253.0,23.58963609108176
55-59,female,2050,1895961.0,2203232,307271.0,16.20660973511586
60-64,female,2050,1904450.0,2100041,195591.0,10.270209246764155
65-69,female,2050,1830880.0,1875195,44315.0,2.4204207812636547
70-74,female,2050,1628367.0,1618024,-10343.0,-0.6351762225591651
75-79,female,2050,1574649.0,1538560,-36089.0,-2.2918758402666244
80-84,female,2050,1458212.0,1427815,-30397.0,-2.0845391479428232
85-89,female,2050,1086166.0,1069197,-16969.0,-1.562284218066115
90-94,female,2050,542931.0,548184,5253.0,0.9675262602430142
95-99,female,2050,169686.0,173020,3334.0,1.964805582075127
0-4,persons,2050,3414670.0,3086145,-328525.0,-9.6209882653375
5-9,persons,2050,3506577.0,3160013,-346564.0,-9.8832565205327
10-14,persons,2050,3453922.0,3168520,-285402.0,-8.263128119280053
15-19,persons,2050,3405244.0,3241045,-164199.0,-4.821945211561932
20-24,persons,2050,3531586.0,3580043,48457.0,1.372103072104148
25-29,persons,2050,3663390.0,3843277,179887.0,4.910397200407273
30-34,persons,2050,3854332.0,4327788,473456.0,12.283736844672436
35-39,persons,2050,4056427.0,4621558,565131.0,13.931743379087065
40-44,persons,2050,3884229.0,4625382,741153.0,19.08108404525068
45-49,persons,2050,3484089.0,4474506,990417.0,28.426857063639876
50-54,persons,2050,3645127.0,4422383,777256.0,21.323152800986083
55-59,persons,2050,3798046.0,4296798,498752.0,13.131805144013528
60-64,persons,2050,3742597.0,4026051,283454.0,7.573724876068677
65-69,persons,2050,3548226.0,3571263,23037.0,0.6492540215871254
70-74,persons,2050,3138782.0,3069241,-69541.0,-2.215540932756719
75-79,persons,2050,2983624.0,2868361,-115263.0,-3.863187854769904
80-84,persons,2050,2691274.0,2581530,-109744.0,-4.077771345466868
85-89,persons,2050,1935858.0,1854359,-81499.0,-4.209967879875487
90-94,persons,2050,926045.0,897183,-28862.0,-3.1166951929981805
95-99,persons,2050,273214.0,260565,-12649.0,-4.629704187925948
0-4,male,2051,1742315.0,1576280,-166035.0,-9.529562679538431
5-9,male,2051,1799634.0,1622979,-176655.0,-9.81616261973268
10-14,male,2051,1784801.0,1631346,-153455.0,-8.597877298365477
15-19,male,2051,1759310.0,1668637,-90673.0,-5.153895561328021
20-24,male,2051,1820316.0,1843923,23607.0,1.2968627425128385
25-29,male,2051,1880399.0,1962607,82208.0,4.371838104572487
30-34,male,2051,1948400.0,2181620,233220.0,11.969821391911312
35-39,male,2051,2069354.0,2348302,278948.00000000023,13.479955580340544
40-44,male,2051,2010465.0,2381343,370878.0,18.447374114943557
45-49,male,2051,1798773.0,2291614,492841.0,27.398732358113005
50-54,male,2051,1818254.0,2206696,388442.0,21.36346187056374
55-59,male,2051,1883770.0,2098761,214991.0,11.412805172605998
60-64,male,2051,1859054.0,1959259,100205.0,5.390107011415483
65-69,male,2051,1725823.0,1715985,-9838.0,-0.5700468703916913
70-74,male,2051,1544120.0,1484498,-59622.0,-3.8612284019376735
75-79,male,2051,1375548.0,1298181,-77367.0,-5.624449310383934
80-84,male,2051,1237542.0,1157243,-80299.0,-6.48858786206852
85-89,male,2051,868605.0,800665,-67940.0,-7.821737153251478
90-94,male,2051,400877.0,364951,-35926.0,-8.961851141372541
95-99,male,2051,107794.0,90977,-16817.0,-15.601053861996029
0-4,female,2051,1660605.0,1498731,-161874.0,-9.747893087157994
5-9,female,2051,1716294.0,1541158,-175136.0,-10.20431231478989
10-14,female,2051,1700047.0,1548594,-151453.0,-8.908753699162435
15-19,female,2051,1667825.0,1578942,-88883.0,-5.3292761530736135
20-24,female,2051,1715627.0,1740437,24810.0,1.4461185327579946
25-29,female,2051,1776156.0,1862735,86579.0,4.874515526789313
30-34,female,2051,1849268.0,2088512,239244.0,12.937227054164136
35-39,female,2051,1977326.0,2251770,274444.0,13.879552486539904
40-44,female,2051,1938293.0,2289416,351123.0,18.115063099335345
45-49,female,2051,1743032.0,2208784,465752.0,26.720794569462868
50-54,female,2051,1773899.0,2217460,443561.0,25.00486217084513
55-59,female,2051,1868929.0,2195083,326154.0,17.451385258616032
60-64,female,2051,1915013.0,2129128,214115.0,11.180864046353731
65-69,female,2051,1835869.0,1899118,63249.0,3.445180456775511
70-74,female,2051,1666719.0,1663107,-3612.0,-0.2167131952056705
75-79,female,2051,1533044.0,1498532,-34512.0,-2.251207401744503
80-84,female,2051,1461038.0,1431211,-29827.0,-2.041493787293691
85-89,female,2051,1110637.0,1092810,-17827.0,-1.605114902528909
90-94,female,2051,566337.0,571682,5345.0,0.9437843545450856
95-99,female,2051,175295.0,178161,2866.0,1.634958213297584
0-4,persons,2051,3402920.0,3075011,-327909.0,-9.636106637828687
5-9,persons,2051,3515928.0,3164137,-351791.0,-10.00563720303715
10-14,persons,2051,3484848.0,3179940,-304908.0,-8.749535130370106
15-19,persons,2051,3427135.0,3247579,-179556.0,-5.2392450253637515
20-24,persons,2051,3535943.0,3584360,48417.0,1.3692811224615329
25-29,persons,2051,3656555.0,3825342,168787.0,4.616011519039096
30-34,persons,2051,3797668.0,4270132,472464.0,12.440897940525607
35-39,persons,2051,4046680.0,4600072,553392.0,13.675210295847458
40-44,persons,2051,3948758.0,4670759,722001.0,18.28425545449987
45-49,persons,2051,3541805.0,4500398,958593.0,27.065098163224683
50-54,persons,2051,3592153.0,4424156,832003.0,23.1616804740778
55-59,persons,2051,3752699.0,4293844,541145.0,14.42015466734742
60-64,persons,2051,3774067.0,4088387,314320.0,8.32841600321351
65-69,persons,2051,3561692.0,3615103,53411.0,1.4995962593059704
70-74,persons,2051,3210839.0,3147605,-63234.0,-1.9693918007100324
75-79,persons,2051,2908592.0,2796713,-111879.0,-3.846500299801416
80-84,persons,2051,2698580.0,2588454,-110126.0,-4.08088698500693
85-89,persons,2051,1979242.0,1893475,-85767.0,-4.33332558625979
90-94,persons,2051,967214.0,936633,-30581.0,-3.161761512964039
95-99,persons,2051,283089.0,269138,-13951.0,-4.928132142188499
0-4,male,2052,1735336.0,1569089,-166247.0,-9.580104371718216
5-9,male,2052,1801692.0,1623847,-177845.0,-9.870999038681418
10-14,male,2052,1799493.0,1637157,-162336.0,-9.021207640151976
15-19,male,2052,1772287.0,1672712,-99575.0,-5.6184466737046534
20-24,male,2052,1824186.0,1845741,21555.0,1.1816229266094576
25-29,male,2052,1878920.0,1951063,72143.0,3.8395993443041743
30-34,male,2052,1924959.0,2163859,238900.0,12.410653941200826
35-39,male,2052,2047982.0,2328843,280861.0,13.71403654914936
40-44,male,2052,2043474.0,2399401,355927.0,17.417740573161193
45-49,male,2052,1844349.0,2311198,466849.0,25.312400201914063
50-54,male,2052,1785043.0,2207984,422941.0,23.693602899201867
55-59,male,2052,1873975.0,2113860,239885.0,12.800864472578343
60-64,male,2052,1876970.0,1989139,112169.0,5.976067811419469
65-69,male,2052,1730532.0,1741248,10716.0,0.6192315426701153
70-74,male,2052,1577778.0,1520714,-57064.0,-3.61673188496734
75-79,male,2052,1345785.0,1270931,-74854.0,-5.56210687442645
80-84,male,2052,1234630.0,1151659,-82971.0,-6.720312968257697
85-89,male,2052,883890.0,813271,-70619.0,-7.989568837751304
90-94,male,2052,419771.0,381339,-38432.0,-9.1554681004643
95-99,male,2052,113072.0,95340,-17732.0,-15.682043299844349
0-4,female,2052,1653947.0,1491877,-162070.0,-9.798983885215186
5-9,female,2052,1718250.0,1541989,-176261.0,-10.258169649352538
10-14,female,2052,1714035.0,1554114,-159921.0,-9.330089525593117
15-19,female,2052,1680167.0,1582823,-97344.0,-5.793709791943301
20-24,female,2052,1719293.0,1742113,22820.0,1.3272897638738714
25-29,female,2052,1774686.0,1851289,76603.0,4.316425553590888
30-34,female,2052,1827702.0,2070460,242758.0,13.282143369105029
35-39,female,2052,1955687.0,2233016,277329.0,14.180643426069716
40-44,female,2052,1971888.0,2308670,336782.0,17.07916473957953
45-49,female,2052,1785727.0,2219517,433790.0,24.29206704048267
50-54,female,2052,1740319.0,2202302,461983.0,26.545880381700137
55-59,female,2052,1846381.0,2197086,350705.0,18.994183757306864
60-64,female,2052,1920688.0,2150104,229416.0,11.944469898286448
65-69,female,2052,1842562.0,1933624,91062.0,4.942140345887954
70-74,female,2052,1709733.0,1710129,396.0,0.0231615111833251
75-79,female,2052,1497189.0,1466443,-30746.0,-2.053581745524446
80-84,female,2052,1454461.0,1423347,-31114.0,-2.1392117079797943
85-89,female,2052,1126967.0,1108195,-18772.0,-1.6657098211393946
90-94,female,2052,591203.0,597123,5920.0,1.001348098707212
95-99,female,2052,182784.0,185337,2553.0,1.3967305672268908
0-4,persons,2052,3389283.0,3060966,-328317.0,-9.686916082251026
5-9,persons,2052,3519942.0,3165836,-354106.0,-10.05999530674085
10-14,persons,2052,3513528.0,3191271,-322257.0,-9.171892183582996
15-19,persons,2052,3452454.0,3255535,-196919.0,-5.703740006383865
20-24,persons,2052,3543479.0,3587854,44375.0,1.252300352280908
25-29,persons,2052,3653606.0,3802352,148746.0,4.071210743577715
30-34,persons,2052,3752661.0,4234319,481658.0,12.835105542440417
35-39,persons,2052,4003669.0,4561859,558190.0,13.941961735598024
40-44,persons,2052,4015362.0,4708071,692709.0,17.25147072667421
45-49,persons,2052,3630076.0,4530715,900639.0,24.810472287632543
50-54,persons,2052,3525362.0,4410286,884924.0,25.1016491356065
55-59,persons,2052,3720356.0,4310946,590590.0,15.874556090868724
60-64,persons,2052,3797658.0,4139243,341585.0,8.994622475220254
65-69,persons,2052,3573094.0,3674872,101778.0,2.848455708134183
70-74,persons,2052,3287511.0,3230843,-56668.0,-1.7237356772342358
75-79,persons,2052,2842974.0,2737374,-105600.0,-3.7144201811201936
80-84,persons,2052,2689091.0,2575006,-114085.0,-4.242511688894128
85-89,persons,2052,2010857.0,1921466,-89391.0,-4.44541804812575
90-94,persons,2052,1010974.0,978462,-32512.0,-3.215908618817101
95-99,persons,2052,295856.0,280677,-15179.0,-5.130536477205127
0-4,male,2053,1727886.0,1560904,-166982.0,-9.663947737292853
5-9,male,2053,1801135.0,1623225,-177910.0,-9.87766047520036
10-14,male,2053,1812317.0,1642472,-169845.0,-9.37170483971623
15-19,male,2053,1786790.0,1677501,-109289.0,-6.116499420748941
20-24,male,2053,1829998.0,1847611,17613.0,0.9624600682623696
25-29,male,2053,1878608.0,1954754,76146.0,4.0533203307981225
30-34,male,2053,1909678.0,2137594,227916.0,11.934786911720195
35-39,male,2053,2025920.0,2310742,284822.0,14.058896698783762
40-44,male,2053,2056176.0,2397990,341814.0,16.623771505941125
45-49,male,2053,1895483.0,2333672,438189.0,23.11753785182985
50-54,male,2053,1765944.0,2219009,453065.0,25.655683305925898
55-59,male,2053,1862125.0,2131942,269817.0,14.489736188494328
60-64,male,2053,1876356.0,2003042,126686.0,6.75170383445359
65-69,male,2053,1746834.0,1776352,29518.0,1.6897999466463327
70-74,male,2053,1607434.0,1553349,-54085.0,-3.364679358530428
75-79,male,2053,1331699.0,1258212,-73487.0,-5.518289042794205
80-84,male,2053,1225532.0,1140392,-85140.0,-6.947187017556457
85-89,male,2053,892524.0,820873,-71651.0,-8.02790737279894
90-94,male,2053,437895.0,396791,-41104.0,-9.386725128169996
95-99,male,2053,119186.0,100563,-18623.0,-15.625157317134564
0-4,female,2053,1646836.0,1484066,-162770.0,-9.883801422849633
5-9,female,2053,1717703.0,1541393,-176310.0,-10.264288995245394
10-14,female,2053,1726254.0,1559171,-167083.0,-9.67893484968029
15-19,female,2053,1693960.0,1587377,-106583.0,-6.291943139153227
20-24,female,2053,1724812.0,1743846,19034.0,1.1035405597827472
25-29,female,2053,1774328.0,1855087,80759.0,4.551525986176175
30-34,female,2053,1814352.0,2043904,229552.0,12.652010194273217
35-39,female,2053,1934622.0,2216247,281625.0,14.557107279871728
40-44,female,2053,1983141.0,2306807,323666.0,16.320876831249016
45-49,female,2053,1835125.0,2242670,407545.0,22.208023976568352
50-54,female,2053,1720170.0,2192360,472190.0,27.450193876186656
55-59,female,2053,1829114.0,2200355,371241.0,20.296219918496057
60-64,female,2053,1907298.0,2153190,245892.0,12.892164727273872
65-69,female,2053,1854975.0,1974955,119980.0,6.468011698270866
70-74,female,2053,1747920.0,1754786,6866.0,0.3928097395761819
75-79,female,2053,1478276.0,1452363,-25913.0,-1.752920293639347
80-84,female,2053,1439386.0,1406700,-32686.0,-2.270829367521985
85-89,female,2053,1136133.0,1117898,-18235.0,-1.6050057519674192
90-94,female,2053,615749.0,621639,5890.0,0.956558597740313
95-99,female,2053,191542.0,193795,2253.0,1.176243330444498
0-4,persons,2053,3374722.0,3044970,-329752.0,-9.771234489833532
5-9,persons,2053,3518838.0,3164618,-354220.0,-10.066391234833771
10-14,persons,2053,3538571.0,3201643,-336928.0,-9.52158371274732
15-19,persons,2053,3480750.0,3264878,-215872.0,-6.201881778352367
20-24,persons,2053,3554810.0,3591457,36647.0,1.030913044579035
25-29,persons,2053,3652936.0,3809841,156905.0,4.295312044886634
30-34,persons,2053,3724030.0,4181498,457468.0,12.284218977827784
35-39,persons,2053,3960542.0,4526989,566447.0,14.30225964022096
40-44,persons,2053,4039317.0,4704797,665480.0,16.475062492000504
45-49,persons,2053,3730608.0,4576342,845734.0,22.67013848680966
50-54,persons,2053,3486114.0,4411369,925255.0,26.54115728860272
55-59,persons,2053,3691239.0,4332297,641058.0,17.367014165162427
60-64,persons,2053,3783654.0,4156232,372578.0,9.847042039256232
65-69,persons,2053,3601809.0,3751307,149498.0,4.15063652736722
70-74,persons,2053,3355354.0,3308135,-47219.0,-1.4072732713150384
75-79,persons,2053,2809975.0,2710575,-99400.0,-3.5373980195553343
80-84,persons,2053,2664918.0,2547092,-117826.0,-4.421374316207853
85-89,persons,2053,2028657.0,1938771,-89886.0,-4.430813094574391
90-94,persons,2053,1053644.0,1018430,-35214.0,-3.3421155532608737
95-99,persons,2053,310728.0,294358,-16370.0,-5.268273216446538
0-4,male,2054,1720440.0,1552298,-168142.0,-9.773197554114065
5-9,male,2054,1798434.0,1620851,-177583.0,-9.874312874422971
10-14,male,2054,1822525.0,1646870,-175655.0,-9.63800222219174
15-19,male,2054,1802493.0,1682815,-119678.0,-6.639581956767654
20-24,male,2054,1837667.0,1849844,12177.0,0.662633654519562
25-29,male,2054,1878744.0,1959268,80524.0,4.286054938831475
30-34,male,2054,1906026.0,2113210,207184.0,10.869946160230764
35-39,male,2054,1998721.0,2298441,299720.0,14.995589679600103
40-44,male,2054,2064327.0,2391620,327292.99999999977,15.854707127310729
45-49,male,2054,1935383.0,2343873,408490.0,21.106416662748405
50-54,male,2054,1758098.0,2234181,476083.0,27.079434707280253
55-59,male,2054,1846295.0,2148585,302290.0,16.372789830444216
60-64,male,2054,1878515.0,2021991,143476.0,7.63773512588401
65-69,male,2054,1763665.0,1810960,47295.0,2.6816317157736873
70-74,male,2054,1616885.0,1568190,-48695.0,-3.0116551269880047
75-79,male,2054,1346760.0,1273662,-73098.0,-5.4276931301790965
80-84,male,2054,1206524.0,1120873,-85651.0,-7.098988499192722
85-89,male,2054,898571.0,826351,-72220.0,-8.037205741115617
90-94,male,2054,456419.0,412081,-44338.0,-9.714319517811484
95-99,male,2054,125403.0,105921,-19482.0,-15.535513504461615
0-4,female,2054,1639738.0,1475863,-163875.0,-9.993974647169242
5-9,female,2054,1715118.0,1539126,-175992.0,-10.261218178574302
10-14,female,2054,1735969.0,1563362,-172607.0,-9.942977092332873
15-19,female,2054,1708902.0,1592425,-116477.0,-6.815896991167428
20-24,female,2054,1732109.0,1745934,13825.0,0.7981599310436006
25-29,female,2054,1774405.0,1859568,85163.0,4.799524347598209
30-34,female,2054,1810722.0,2020275,209553.0,11.57289744091031
35-39,female,2054,1909455.0,2202751,293296.0,15.360194401020186
40-44,female,2054,1989999.0,2301602,311603.0,15.658450079623156
45-49,female,2054,1873371.0,2255918,382547.0,20.420247777936137
50-54,female,2054,1711726.0,2189444,477718.0,27.908555458058125
55-59,female,2054,1811580.0,2198824,387244.0,21.37603638812528
60-64,female,2054,1897533.0,2162619,265086.0,13.970033722733676
65-69,female,2054,1864897.0,2012271,147374.0,7.9025275926767
70-74,female,2054,1761318.0,1777317,15999.0,0.9083538577360818
75-79,female,2054,1492359.0,1472371,-19988.0,-1.3393560128628568
80-84,female,2054,1413517.0,1380226,-33291.0,-2.355189219514162
85-89,female,2054,1141781.0,1123990,-17791.0,-1.5581797209797676
90-94,female,2054,640732.0,645934,5202.0,0.811883907780476
95-99,female,2054,200556.0,202862,2306.0,1.149803546141726
0-4,persons,2054,3360178.0,3028161,-332017.0,-9.880934879045098
5-9,persons,2054,3513552.0,3159977,-353575.0,-10.0631782310323
10-14,persons,2054,3558494.0,3210232,-348262.0,-9.786780587518203
15-19,persons,2054,3511395.0,3275240,-236155.0,-6.725389766745125
20-24,persons,2054,3569776.0,3595778,26002.0,0.7283930420284074
25-29,persons,2054,3653149.0,3818836,165687.0,4.535456944132308
30-34,persons,2054,3716748.0,4133485,416737.0,11.212409342791062
35-39,persons,2054,3908176.0,4501192,593016.0,15.173728102316783
40-44,persons,2054,4054326.0,4693222,638896.0,15.758377594697617
45-49,persons,2054,3808754.0,4599791,791037.0,20.768918129130945
50-54,persons,2054,3469824.0,4423625,953801.0,27.488454745831486
55-59,persons,2054,3657875.0,4347409,689534.0,18.850671496428937
60-64,persons,2054,3776048.0,4184610,408562.0,10.819830680118471
65-69,persons,2054,3628562.0,3823231,194669.0,5.364907641098595
70-74,persons,2054,3378203.0,3345507,-32696.0,-0.9678518431248804
75-79,persons,2054,2839119.0,2746033,-93086.0,-3.2786931438942855
80-84,persons,2054,2620041.0,2501099,-118942.0,-4.539699951260304
85-89,persons,2054,2040352.0,1950341,-90011.0,-4.411542714198335
90-94,persons,2054,1097151.0,1058015,-39136.0,-3.5670568590832072
95-99,persons,2054,325959.0,308783,-17176.0,-5.269374369169129
0-4,male,2055,1713447.0,1543590,-169857.0,-9.913175020878963
5-9,male,2055,1793874.0,1616789,-177085.0,-9.871652078128118
10-14,male,2055,1830053.0,1650177,-179876.0,-9.829004952315588
15-19,male,2055,1818694.0,1688481,-130213.0,-7.159698113041555
20-24,male,2055,1847087.0,1852580,5493.0,0.2973871831700401
25-29,male,2055,1879766.0,1962394,82628.0,4.395653501552853
30-34,male,2055,1900961.0,2095214,194253.0,10.21867360771736
35-39,male,2055,1973585.0,2282006,308421.0,15.627449539796867
40-44,male,2055,2065310.0,2381597,316287.0,15.314262749901951
45-49,male,2055,1975542.0,2357507,381965.0,19.334693972590813
50-54,male,2055,1765196.0,2254707,489511.0,27.73125477284109
55-59,male,2055,1829923.0,2161065,331142.0,18.095952671232617
60-64,male,2055,1864596.0,2032122,167526.0,8.984573602002794
65-69,male,2055,1778513.0,1840333,61820.0,3.4759374826048504
70-74,male,2055,1625327.0,1583438,-41889.0,-2.5772659901669015
75-79,male,2055,1375913.0,1302887,-73026.0,-5.307457666291401
80-84,male,2055,1189230.0,1104709,-84521.0,-7.10720382095978
85-89,male,2055,899416.0,826224,-73192.0,-8.137724923728285
90-94,male,2055,473430.0,426153,-47277.0,-9.986059185096002
95-99,male,2055,131941.0,111538,-20403.0,-15.46373000053054
0-4,female,2055,1633069.0,1467565,-165504.0,-10.134538099737366
5-9,female,2055,1710771.0,1535247,-175524.0,-10.25993543262073
10-14,female,2055,1743128.0,1566516,-176612.0,-10.131900812791717
15-19,female,2055,1724322.0,1597815,-126507.0,-7.336622742156047
20-24,female,2055,1741066.0,1748500,7434.0,0.4269797928395591
25-29,female,2055,1775336.0,1862628,87292.0,4.916928401158992
30-34,female,2055,1805782.0,2001694,195912.0,10.849150118895858
35-39,female,2055,1886795.0,2186716,299921.0,15.89579154068142
40-44,female,2055,1989180.0,2292554,303374.0,15.251209040911332
45-49,female,2055,1911979.0,2273623,361644.0,18.914642890952255
50-54,female,2055,1719502.0,2193040,473538.0,27.53925264407951
55-59,female,2055,1792063.0,2194613,402550.0,22.46293796590856
60-64,female,2055,1879017.0,2160517,281500.0,14.981237530048958
65-69,female,2055,1869074.0,2042293,173219.0,9.267637343411764
70-74,female,2055,1766521.0,1797618,31097.0,1.7603526932314988
75-79,female,2055,1525282.0,1510320,-14962.0,-0.9809333618307958
80-84,female,2055,1389652.0,1357710,-31942.0,-2.2985610786009736
85-89,female,2055,1140028.0,1122324,-17704.0,-1.5529443136484369
90-94,female,2055,664003.0,668622,4619.0,0.695629387216624
95-99,female,2055,210154.0,212501,2347.0,1.116800060907715
0-4,persons,2055,3346516.0,3011155,-335361.0,-10.0211981654951
5-9,persons,2055,3504645.0,3152036,-352609.0,-10.061190220407488
10-14,persons,2055,3573181.0,3216693,-356488.0,-9.976768599183751
15-19,persons,2055,3543016.0,3286296,-256720.0,-7.245804139749863
20-24,persons,2055,3588153.0,3601080,12927.0,0.3602689182986344
25-29,persons,2055,3655102.0,3825022,169920.0,4.64884427301892
30-34,persons,2055,3706743.0,4096908,390165.0,10.52581740897602
35-39,persons,2055,3860380.0,4468722,608342.0,15.75860407524648
40-44,persons,2055,4054490.0,4674151,619661.0,15.283327866143464
45-49,persons,2055,3887521.0,4631130,743609.0,19.128102459124975
50-54,persons,2055,3484698.0,4447747,963049.0,27.636512547141816
55-59,persons,2055,3621986.0,4355678,733692.0,20.256621643485097
60-64,persons,2055,3743613.0,4192639,449026.0,11.994455623484583
65-69,persons,2055,3647587.0,3882626,235039.0,6.443684550909958
70-74,persons,2055,3391848.0,3381056,-10792.0,-0.3181746351841238
75-79,persons,2055,2901195.0,2813207,-87988.0,-3.032819234832543
80-84,persons,2055,2578882.0,2462419,-116463.0,-4.516026712350546
85-89,persons,2055,2039444.0,1948548,-90896.0,-4.456900998507436
90-94,persons,2055,1137433.0,1094775,-42658.0,-3.750374747347756
95-99,persons,2055,342095.0,324039,-18056.0,-5.278066034288721
0-4,male,2056,1707271.0,1535128,-172143.0,-10.082933523734662
5-9,male,2056,1787878.0,1611124,-176754.0,-9.886245034616456
10-14,male,2056,1834844.0,1652291,-182553.0,-9.949238191366677
15-19,male,2056,1834541.0,1694339,-140202.0,-7.642347595393072
20-24,male,2056,1858327.0,1855917,-2410.0,-0.1296865406357438
25-29,male,2056,1882024.0,1964632,82608.0,4.389317033151544
30-34,male,2056,1897555.0,2086557,189002.0,9.960291006057794
35-39,male,2056,1944273.0,2252718,308445.0,15.864284490912542
40-44,male,2056,2060969.0,2370729,309760.0,15.029823350084351
45-49,male,2056,2008427.0,2379814,371387.0,18.491436333010856
50-54,male,2056,1795670.0,2274801,479131.0,26.682575306153133
55-59,male,2056,1802256.0,2168294,366038.0,20.30998925790787
60-64,male,2056,1847284.0,2037818,190534.0,10.314277609723248
65-69,male,2056,1799500.0,1872947,73447.0,4.081522645179216
70-74,male,2056,1634535.0,1603304,-31231.0,-1.9106963142422768
75-79,male,2056,1408262.0,1334449,-73813.0,-5.2414252461544795
80-84,male,2056,1163633.0,1080874,-82759.0,-7.112122120978006
85-89,male,2056,906287.0,831895,-74392.0,-8.208437283112303
90-94,male,2056,486543.0,436765,-49778.0,-10.230955948395106
95-99,male,2056,139419.0,117705,-21714.0,-15.57463473414671
0-4,female,2056,1627172.0,1459503,-167669.0,-10.30431939585981
5-9,female,2056,1705056.0,1529842,-175214.0,-10.27614342285532
10-14,female,2056,1747688.0,1568539,-179149.0,-10.250628258590778
15-19,female,2056,1739404.0,1603379,-136025.0,-7.820207381378909
20-24,female,2056,1751750.0,1751650,-100.0,-0.0057085771371485
25-29,female,2056,1777459.0,1864757,87298.0,4.911393174188547
30-34,female,2056,1802434.0,1992607,190173.0,10.550899505890367
35-39,female,2056,1859754.0,2158866,299112.0,16.083417484247917
40-44,female,2056,1984012.0,2282309,298297.0,15.035040110644491
45-49,female,2056,1943465.0,2296609,353144.0,18.170844342450213
50-54,female,2056,1746655.0,2198996,452341.0,25.897558476058524
55-59,female,2056,1767953.0,2189668,421715.0,23.853292480060272
60-64,female,2056,1852799.0,2152965,300166.0,16.20067800122949
65-69,female,2056,1879928.0,2071094,191166.0,10.16879369848207
70-74,female,2056,1772185.0,1821444,49259.0,2.7795630817324377
75-79,female,2056,1562553.0,1553680,-8873.0,-0.5678527384351123
80-84,female,2056,1355318.0,1324505,-30813.0,-2.2734885834911065
85-89,female,2056,1145951.0,1128198,-17753.0,-1.549193639169563
90-94,female,2056,681885.0,685818,3933.0,0.5767834752194284
95-99,female,2056,221089.0,223299,2210.0,0.999597447181904
0-4,persons,2056,3334443.0,2994631,-339812.0,-10.19096742694357
5-9,persons,2056,3492934.0,3140966,-351968.0,-10.076571730241682
10-14,persons,2056,3582532.0,3220830,-361702.0,-10.096267109407536
15-19,persons,2056,3573945.0,3297718,-276227.0,-7.728910209866129
20-24,persons,2056,3610077.0,3607567,-2510.0,-0.0695276028738445
25-29,persons,2056,3659483.0,3829389,169906.0,4.642896277971506
30-34,persons,2056,3699989.0,4079164,379175.0,10.248003440010226
35-39,persons,2056,3804027.0,4411584,607557.0,15.971416606664462
40-44,persons,2056,4044981.0,4653038,608057.0,15.03238210513226
45-49,persons,2056,3951892.0,4676423,724531.0,18.33377531572219
50-54,persons,2056,3542325.0,4473797,931472.0,26.295498013310464
55-59,persons,2056,3570209.0,4357962,787753.0,22.064618625968397
60-64,persons,2056,3700083.0,4190783,490700.0,13.261864666279108
65-69,persons,2056,3679428.0,3944041,264613.0,7.191688490711057
70-74,persons,2056,3406720.0,3424748,18028.0,0.5291893668983656
75-79,persons,2056,2970815.0,2888129,-82686.0,-2.783276642941415
80-84,persons,2056,2518951.0,2405379,-113572.0,-4.508702233588506
85-89,persons,2056,2052238.0,1960093,-92144.99999999977,-4.489976308790685
90-94,persons,2056,1168428.0,1122583,-45845.0,-3.923647841373196
95-99,persons,2056,360508.0,341004,-19504.0,-5.410143464222708
0-4,male,2057,1702186.0,1527201,-174985.0,-10.280016402437807
5-9,male,2057,1780918.0,1603975,-176943.0,-9.935493941888398
10-14,male,2057,1836906.0,1653167,-183739.0,-10.002634865366002
15-19,male,2057,1849234.0,1700155,-149079.0,-8.061662288277201
20-24,male,2057,1871320.0,1859984,-11336.0,-0.6057756022486801
25-29,male,2057,1885912.0,1966478,80566.0,4.27199148210521
30-34,male,2057,1896121.0,2075130,179009.0,9.440800455245208
35-39,male,2057,1921001.0,2235193,314192.0,16.3556395858201
40-44,male,2057,2039836.0,2351536,311700.0,15.280640208330473
45-49,male,2057,2041345.0,2397873,356528.0,17.46534760170378
50-54,male,2057,1840999.0,2294393,453394.0,24.62760707637538
