Age,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Change
75-79,persons,2028,2370480.0,2303375,-67105.0,-2.830861260166717
80-84,persons,2028,2002958.0,1959266,-43692.0,-2.181373748226373
85-89,persons,2028,1051226.0,1015237,-35989.0,-3.4235264348484535
90-94,persons,2028,482745.0,465615,-17130.0,-3.548457260044122
95-99,persons,2028,126088.0,112839,-13249.0,-10.507740625594824
0-4,male,2029,1587881.0,1524237,-63644.0,-4.008108920000932
5-9,male,2029,1643803.0,1589348,-54455.0,-3.3127448970466657
10-14,male,2029,1777079.0,1734604,-42475.0,-2.3901582315698966
15-19,male,2029,1902252.0,1870415,-31837.0,-1.6736478657927552
20-24,male,2029,1873016.0,2010938,137922.0,7.363631704160563
25-29,male,2029,1758918.0,2039041,280123.0,15.925870336195318
30-34,male,2029,1887508.0,2115927,228419.0,12.101617582547997
35-39,male,2029,1960255.0,2123367,163112.0,8.32095824267761
40-44,male,2029,1897467.0,2016489,119022.0,6.2726782600171695
45-49,male,2029,1843515.0,1880229,36714.0,1.991521631231642
50-54,male,2029,1691405.0,1702780,11375.0,0.6725178180270248
55-59,male,2029,1806865.0,1800991,-5874.0,-0.3250934629869968
60-64,male,2029,1845633.0,1830392,-15241.0,-0.825787141864065
65-69,male,2029,1679098.0,1651759,-27339.0,-1.628195614550193
70-74,male,2029,1351390.0,1315561,-35829.0,-2.651270173673033
75-79,male,2029,1100221.0,1059293,-40928.0,-3.7199798949483784
80-84,male,2029,926704.0,896130,-30574.0,-3.2992195997859084
85-89,male,2029,468398.0,445567,-22831.0,-4.8742735878462335
90-94,male,2029,191635.0,178632,-13003.0,-6.785294961776294
95-99,male,2029,42815.0,36343,-6472.0,-15.11619759430106
0-4,female,2029,1513707.0,1449071,-64636.0,-4.2700469773873015
5-9,female,2029,1568234.0,1510863,-57371.0,-3.658318847825006
10-14,female,2029,1688445.0,1651294,-37151.0,-2.200308567942693
15-19,female,2029,1802430.0,1775536,-26894.0,-1.4920967804574934
20-24,female,2029,1763691.0,1895501,131810.0,7.473531361219171
25-29,female,2029,1659593.0,1964849,305256.0,18.393425375980737
30-34,female,2029,1796383.0,2134370,337987.0,18.814862977438555
35-39,female,2029,1915634.0,2214397,298763.0,15.596037656462562
40-44,female,2029,1928278.0,2150107,221829.0,11.503994755942868
45-49,female,2029,1897129.0,1992898,95769.0,5.04810163146523
50-54,female,2029,1722453.0,1768127,45674.0,2.6516833841039493
55-59,female,2029,1863627.0,1874318,10691.0,0.573666296957492
60-64,female,2029,1937236.0,1927636,-9600.0,-0.495551393841535
65-69,female,2029,1786578.0,1758984,-27594.0,-1.544516948042571
70-74,female,2029,1470916.0,1435218,-35698.0,-2.4269230873822845
75-79,female,2029,1256060.0,1225742,-30318.0,-2.413738197219878
80-84,female,2029,1119521.0,1104205,-15316.0,-1.3680851006814525
85-89,female,2029,636026.0,623845,-12181.0,-1.915173279079786
90-94,female,2029,305907.0,302431,-3476.0,-1.1362930563864182
95-99,female,2029,85767.0,79991,-5776.0,-6.73452493383236
0-4,persons,2029,3101588.0,2973308,-128280.0,-4.135945844515778
5-9,persons,2029,3212037.0,3100211,-111826.0,-3.4814667452460855
10-14,persons,2029,3465524.0,3385898,-79626.0,-2.2976611906309117
15-19,persons,2029,3704682.0,3645951,-58731.0,-1.5853182540363788
20-24,persons,2029,3636707.0,3906439,269732.0,7.416929656417192
25-29,persons,2029,3418511.0,4003890,585379.0,17.123800391456985
30-34,persons,2029,3683891.0,4250297,566406.0,15.375210612909012
35-39,persons,2029,3875889.0,4337764,461875.0,11.91662093522286
40-44,persons,2029,3825745.0,4166596,340851.0,8.909401959618322
45-49,persons,2029,3740644.0,3873127,132483.0,3.5417163461692693
50-54,persons,2029,3413858.0,3470907,57049.0,1.6711005554419665
55-59,persons,2029,3670492.0,3675309,4817.0,0.1312358125286746
60-64,persons,2029,3782869.0,3758028,-24841.0,-0.656670902428818
65-69,persons,2029,3465676.0,3410743,-54933.0,-1.5850587302448351
70-74,persons,2029,2822306.0,2750779,-71527.0,-2.5343460276809107
75-79,persons,2029,2356281.0,2285035,-71246.0,-3.023663136951832
80-84,persons,2029,2046225.0,2000335,-45890.0,-2.2426663734437806
85-89,persons,2029,1104424.0,1069412,-35012.0,-3.170159286650779
90-94,persons,2029,497542.0,481063,-16479.0,-3.312082196075909
95-99,persons,2029,128582.0,116334,-12248.0,-9.5254390194584
0-4,male,2030,1588833.0,1527354,-61479.0,-3.8694437993168576
5-9,male,2030,1638631.0,1571089,-67542.0,-4.121855378056439
10-14,male,2030,1751531.0,1717647,-33884.0,-1.934536128678282
15-19,male,2030,1902957.0,1859782,-43175.0,-2.268837393593234
20-24,male,2030,1913530.0,2024336,110806.0,5.7906591482757
25-29,male,2030,1765414.0,2059522,294108.0,16.659435123999245
30-34,male,2030,1869434.0,2128199,258765.0,13.841890112194385
35-39,male,2030,1943967.0,2132505,188538.0,9.698621427215585
40-44,male,2030,1911572.0,2047146,135574.0,7.092277978543314
45-49,male,2030,1849610.0,1894242,44632.0,2.413049237406805
50-54,male,2030,1722058.0,1734216,12158.0,0.706015709110843
55-59,male,2030,1772952.0,1766719,-6233.0,-0.3515605611432232
60-64,male,2030,1832239.0,1816430,-15809.0,-0.8628241184692609
65-69,male,2030,1719997.0,1687919,-32078.0,-1.8650032529126503
70-74,male,2030,1390918.0,1356274,-34644.0,-2.4907291443492716
75-79,male,2030,1100766.0,1057566,-43200.0,-3.924539820452303
80-84,male,2030,938751.0,905843,-32908.0,-3.5055089155697305
85-89,male,2030,491537.0,468764,-22773.0,-4.63301847063395
90-94,male,2030,196097.0,182422,-13675.0,-6.97358960106478
95-99,male,2030,44926.0,38409,-6517.0,-14.50607665939545
0-4,female,2030,1514593.0,1452157,-62436.0,-4.122295560589544
5-9,female,2030,1563242.0,1492151,-71091.0,-4.547664405127294
10-14,female,2030,1665558.0,1634975,-30583.0,-1.8362014411986851
15-19,female,2030,1801429.0,1766121,-35308.0,-1.959999533703521
20-24,female,2030,1802547.0,1913255,110708.0,6.141753862728684
25-29,female,2030,1667020.0,1967898,300878.0,18.04885364302768
30-34,female,2030,1775645.0,2129384,353739.0,19.921718586767064
35-39,female,2030,1895377.0,2211034,315657.0,16.65404824475553
40-44,female,2030,1931311.0,2181141,249830.0,12.935772643556632
45-49,female,2030,1900444.0,2013198,112754.0,5.933034596125958
50-54,female,2030,1756560.0,1809010,52450.0,2.985949810994216
55-59,female,2030,1825972.0,1838140,12168.0,0.6663848076531295
60-64,female,2030,1922365.0,1914624,-7741.0,-0.4026810725330517
65-69,female,2030,1833638.0,1804831,-28807.0,-1.5710298324969267
70-74,female,2030,1513296.0,1477600,-35696.0,-2.3588247110941944
75-79,female,2030,1253172.0,1221295,-31877.0,-2.5437050939535832
80-84,female,2030,1136479.0,1120063,-16416.0,-1.4444613582829071
85-89,female,2030,662321.0,652003,-10318.0,-1.5578548770158276
90-94,female,2030,310693.0,307955,-2738.0,-0.8812557733840157
95-99,female,2030,87829.0,83102,-4727.0,-5.382049209258901
0-4,persons,2030,3103426.0,2979511,-123915.0,-3.992845326423121
5-9,persons,2030,3201873.0,3063240,-138633.0,-4.329746994962011
10-14,persons,2030,3417089.0,3352622,-64467.0,-1.8866058215047952
15-19,persons,2030,3704386.0,3625903,-78483.0,-2.118650702167647
20-24,persons,2030,3716077.0,3937591,221514.0,5.960963672173639
25-29,persons,2030,3432434.0,4027420,594986.0,17.334229878855645
30-34,persons,2030,3645079.0,4257583,612504.0,16.803586424327154
35-39,persons,2030,3839344.0,4343539,504195.0,13.132321563267055
40-44,persons,2030,3842883.0,4228287,385404.0,10.02903289015044
45-49,persons,2030,3750054.0,3907440,157386.0,4.1968995646462695
50-54,persons,2030,3478618.0,3543226,64608.0,1.8572893028208328
55-59,persons,2030,3598924.0,3604859,5935.0,0.1649104009976315
60-64,persons,2030,3754604.0,3731054,-23550.0,-0.6272299289086146
65-69,persons,2030,3553635.0,3492750,-60885.0,-1.7133160833906689
70-74,persons,2030,2904214.0,2833874,-70340.0,-2.42199782798375
75-79,persons,2030,2353938.0,2278861,-75077.0,-3.1894213016655493
80-84,persons,2030,2075230.0,2025906,-49324.0,-2.3767967887896764
85-89,persons,2030,1153858.0,1120767,-33091.0,-2.867857223332507
90-94,persons,2030,506790.0,490377,-16413.0,-3.2386195465577456
95-99,persons,2030,132755.0,121511,-11244.0,-8.46973748634703
0-4,male,2031,1591026.0,1529575,-61451.0,-3.862350458132048
5-9,male,2031,1635117.0,1562286,-72831.0,-4.454176673595835
10-14,male,2031,1721776.0,1687695,-34081.0,-1.979409632844226
15-19,male,2031,1898223.0,1848206,-50017.0,-2.6349380446870576
20-24,male,2031,1946614.0,2046646,100032.0,5.1387691653301575
25-29,male,2031,1796049.0,2079658,283609.0,15.790716177565312
30-34,male,2031,1839508.0,2135015,295507.0,16.064458540000913
35-39,male,2031,1923801.0,2136675,212874.0,11.065281700134264
40-44,male,2031,1932424.0,2081413,148989.0,7.709953923155581
45-49,male,2031,1856715.0,1913981,57266.0,3.0842644132244312
50-54,male,2031,1757867.0,1770322,12455.0,0.7085291435586424
55-59,male,2031,1724759.0,1718245,-6514.0,-0.3776759535680057
60-64,male,2031,1829417.0,1813184,-16233.0,-0.8873318658348534
65-69,male,2031,1746181.0,1710386,-35795.0,-2.0499020433735105
70-74,male,2031,1433822.0,1398588,-35234.0,-2.457348262197121
75-79,male,2031,1114877.0,1069168,-45709.0,-4.099914160934345
80-84,male,2031,942168.0,907166,-35002.0,-3.715048696198555
85-89,male,2031,519164.0,496384,-22780.0,-4.387823500859073
90-94,male,2031,196383.0,182216,-14167.0,-7.213964548866246
95-99,male,2031,47090.0,40520,-6570.0,-13.95200679549798
0-4,female,2031,1516665.0,1454317,-62348.0,-4.110861660287539
5-9,female,2031,1559844.0,1483006,-76838.0,-4.926005421054926
10-14,female,2031,1638285.0,1606733,-31552.0,-1.925916430901827
15-19,female,2031,1796015.0,1755497,-40518.0,-2.255994521203887
20-24,female,2031,1834175.0,1936426,102251.0,5.574767947442311
25-29,female,2031,1694241.0,1973417,279176.0,16.477939088948975
30-34,female,2031,1750177.0,2123653,373476.0,21.33932739374361
35-39,female,2031,1866894.0,2201752,334858.0,17.936637002422202
40-44,female,2031,1941413.0,2210868,269455.0,13.879323976917842
45-49,female,2031,1904273.0,2037444,133171.0,6.993272498218481
50-54,female,2031,1796606.0,1857453,60847.0,3.3867748410057628
55-59,female,2031,1772707.0,1785953,13246.0,0.7472188015278328
60-64,female,2031,1918829.0,1912865,-5964.0,-0.3108145645078326
65-69,female,2031,1865790.0,1836513,-29277.0,-1.5691476532728763
70-74,female,2031,1560426.0,1524328,-36098.0,-2.313342638484619
75-79,female,2031,1265463.0,1231457,-34006.0,-2.6872377935980745
80-84,female,2031,1142046.0,1124923,-17123.0,-1.4993266470877704
85-89,female,2031,695054.0,686715,-8339.0,-1.1997628961203015
90-94,female,2031,309677.0,307451,-2226.0,-0.7188134733932452
95-99,female,2031,90383.0,86731,-3652.0,-4.040582852970139
0-4,persons,2031,3107691.0,2983892,-123799.0,-3.983632864399968
5-9,persons,2031,3194961.0,3045292,-149669.0,-4.68453292544103
10-14,persons,2031,3360061.0,3294428,-65633.0,-1.9533276330399951
15-19,persons,2031,3694238.0,3603703,-90535.0,-2.45070837341828
20-24,persons,2031,3780789.0,3983072,202283.0,5.3502853504916565
25-29,persons,2031,3490290.0,4053075,562785.0,16.124304857189518
30-34,persons,2031,3589685.0,4258668,668983.0,18.636259170372888
35-39,persons,2031,3790695.0,4338427,547732.0,14.44938197349035
40-44,persons,2031,3873837.0,4292281,418444.0,10.801796771521364
45-49,persons,2031,3760988.0,3951425,190437.0,5.063483318744968
50-54,persons,2031,3554473.0,3627775,73302.0,2.0622466396565677
55-59,persons,2031,3497466.0,3504198,6732.0,0.1924822142659857
60-64,persons,2031,3748246.0,3726049,-22197.0,-0.59219699027225
65-69,persons,2031,3611971.0,3546899,-65072.0,-1.8015648519880143
70-74,persons,2031,2994248.0,2922916,-71332.0,-2.3823009984476906
75-79,persons,2031,2380340.0,2300625,-79715.0,-3.3488913348513236
80-84,persons,2031,2084214.0,2032089,-52125.0,-2.5009428014589674
85-89,persons,2031,1214218.0,1183099,-31119.0,-2.5628840949483536
90-94,persons,2031,506060.0,489667,-16393.0,-3.239339208789472
95-99,persons,2031,137473.0,127251,-10222.0,-7.435641907865545
0-4,male,2032,1594852.0,1531395,-63457.0,-3.978864496517545
5-9,male,2032,1633584.0,1550678,-82906.0,-5.0750986787333865
10-14,male,2032,1698127.0,1669671,-28456.0,-1.6757286115820549
15-19,male,2032,1876468.0,1828202,-48266.0,-2.572172826821454
20-24,male,2032,1979723.0,2064632,84909.0,4.288933350776851
25-29,male,2032,1842105.0,2099296,257191.0,13.961799137399876
30-34,male,2032,1804592.0,2135724,331132.0,18.349410836355258
35-39,male,2032,1912539.0,2151223,238684.0,12.479954657133788
40-44,male,2032,1950416.0,2112156,161740.0,8.292589888516092
45-49,male,2032,1859975.0,1939966,79991.0,4.300649202274224
50-54,male,2032,1794346.0,1810935,16589.0,0.924515115813784
55-59,male,2032,1681218.0,1675756,-5462.0,-0.3248835070764172
60-64,male,2032,1815928.0,1796223,-19705.0,-1.0851201148944232
65-69,male,2032,1763730.0,1725520,-38210.0,-2.1664313698808777
70-74,male,2032,1478864.0,1441574,-37290.0,-2.5215300392733884
75-79,male,2032,1139082.0,1091725,-47357.0,-4.157470664974076
80-84,male,2032,903844.0,865421,-38423.0,-4.251065449347454
85-89,male,2032,577552.0,554784,-22768.0,-3.94215585782752
90-94,male,2032,201786.0,187222,-14564.0,-7.217547302587891
95-99,male,2032,49430.0,42838,-6592.0,-13.336030750556343
0-4,female,2032,1520291.0,1456051,-64240.0,-4.22550682731135
5-9,female,2032,1558352.0,1471609,-86743.0,-5.566329045042455
10-14,female,2032,1616645.0,1588522,-28123.0,-1.7395903244064097
15-19,female,2032,1774169.0,1736461,-37708.0,-2.1253894076607134
20-24,female,2032,1867852.0,1955798,87946.0,4.70840302122438
25-29,female,2032,1737241.0,1983975,246734.0,14.202635097836168
30-34,female,2032,1715547.0,2107673,392126.0,22.85719948214768
35-39,female,2032,1842961.0,2202864,359903.0,19.52851959428333
40-44,female,2032,1946509.0,2232138,285629.0,14.673911089031696
45-49,female,2032,1909954.0,2073163,163209.0,8.545179622127025
50-54,female,2032,1842377.0,1908778,66401.0,3.604094058924965
55-59,female,2032,1726461.0,1743503,17042.0,0.9871059931269806
60-64,female,2032,1903782.0,1896976,-6806.0,-0.3574989153169848
65-69,female,2032,1883739.0,1853781,-29958.0,-1.5903477074053252
70-74,female,2032,1609441.0,1574175,-35266.0,-2.19119557660082
75-79,female,2032,1289942.0,1254009,-35933.0,-2.7856291213093303
80-84,female,2032,1096301.0,1076885,-19416.0,-1.7710464553074383
85-89,female,2032,765789.0,760317,-5472.0,-0.7145571430250369
90-94,female,2032,315719.0,314482,-1237.0,-0.3918041042826057
95-99,female,2032,93351.0,90706,-2645.0,-2.8333922507525364
0-4,persons,2032,3115143.0,2987446,-127697.0,-4.099233967750438
5-9,persons,2032,3191936.0,3022287,-169649.0,-5.314924860648835
10-14,persons,2032,3314772.0,3258193,-56579.0,-1.7068745603015836
15-19,persons,2032,3650637.0,3564663,-85974.0,-2.3550410517397378
20-24,persons,2032,3847575.0,4020430,172855.0,4.492569995386705
25-29,persons,2032,3579346.0,4083271,503925.0,14.07868923540781
30-34,persons,2032,3520139.0,4243397,723258.0,20.546290927716207
35-39,persons,2032,3755500.0,4354087,598587.0,15.938942883770473
40-44,persons,2032,3896925.0,4344294,447369.0,11.480051579129698
45-49,persons,2032,3769929.0,4013129,243200.0,6.451049873883566
50-54,persons,2032,3636723.0,3719713,82990.0,2.2819994814012508
55-59,persons,2032,3407679.0,3419259,11580.0,0.3398207401577437
60-64,persons,2032,3719710.0,3693199,-26511.0,-0.7127168515825159
65-69,persons,2032,3647469.0,3579301,-68168.0,-1.868912388288975
70-74,persons,2032,3088305.0,3015749,-72556.0,-2.3493793521041475
75-79,persons,2032,2429024.0,2345734,-83290.0,-3.4289492405180027
80-84,persons,2032,2000145.0,1942306,-57839.0,-2.8917403488247104
85-89,persons,2032,1343341.0,1315101,-28240.0,-2.1022212528315594
90-94,persons,2032,517505.0,501704,-15801.0,-3.0533038328132096
95-99,persons,2032,142781.0,133544,-9237.0,-6.4693481625706495
0-4,male,2033,1600626.0,1533271,-67355.0,-4.208041103918092
5-9,male,2033,1633221.0,1554383,-78838.0,-4.827148316118884
10-14,male,2033,1682681.0,1643125,-39556.0,-2.3507723686188884
15-19,male,2033,1854049.0,1809609,-44440.0,-2.396916154858906
20-24,male,2033,1992301.0,2062880,70579.0,3.54258718938554
25-29,male,2033,1893867.0,2121792,227925.0,12.03490002201844
30-34,male,2033,1784163.0,2146472,362309.0,20.30694504930323
35-39,male,2033,1899257.0,2169116,269859.0,14.208661597666875
40-44,male,2033,1948597.0,2125594,176997.0,9.08330455194173
45-49,male,2033,1875783.0,1976985,101202.0,5.395186969921361
50-54,male,2033,1826387.0,1847569,21182.0,1.159776104407226
55-59,male,2033,1657550.0,1652350,-5200.0,-0.3137160266658623
60-64,male,2033,1794891.0,1771334,-23557.0,-1.312447385384405
65-69,male,2033,1768495.0,1730146,-38349.0,-2.1684539679218773
70-74,male,2033,1520127.0,1479829,-40298.0,-2.6509627156152087
75-79,male,2033,1166849.0,1119160,-47689.0,-4.086989833303195
80-84,male,2033,889344.0,847081,-42263.0,-4.752154396948762
85-89,male,2033,608709.0,585770,-22939.0,-3.7684673628942567
90-94,male,2033,212954.0,197863,-15091.0,-7.086506945161866
95-99,male,2033,51976.0,45156,-6820.0,-13.121440664922272
0-4,female,2033,1525778.0,1457828,-67950.0,-4.453465707330949
5-9,female,2033,1557975.0,1475483,-82492.0,-5.294821803944223
10-14,female,2033,1603231.0,1561826,-41405.0,-2.582597267642654
15-19,female,2033,1752911.0,1719406,-33505.0,-1.91139196456637
20-24,female,2033,1879064.0,1953802,74738.0,3.9774057722355383
25-29,female,2033,1787056.0,2007174,220118.0,12.317353233474496
30-34,female,2033,1694557.0,2096989,402432.0,23.748507722077218
35-39,female,2033,1824547.0,2205496,380949.0,20.8791004013599
40-44,female,2033,1931758.0,2234434,302676.0,15.668422235083275
45-49,female,2033,1921698.0,2116256,194558.0,10.124275510512057
50-54,female,2033,1883036.0,1957558,74522.0,3.9575451558015886
55-59,female,2033,1700137.0,1722511,22374.0,1.3160115920069972
60-64,female,2033,1878415.0,1869915,-8500.0,-0.452509163310557
65-69,female,2033,1889400.0,1861435,-27965.0,-1.480099502487562
70-74,female,2033,1656456.0,1621454,-35002.0,-2.1130654843835273
75-79,female,2033,1319636.0,1282154,-37482.0,-2.840328696701212
80-84,female,2033,1075692.0,1053282,-22410.0,-2.0833100924800037
85-89,female,2033,804471.0,801457,-3014.0,-0.3746561404948096
90-94,female,2033,329619.0,329686,67.0,0.0203264981690982
95-99,female,2033,96749.0,94906,-1843.0,-1.904929249914728
0-4,persons,2033,3126404.0,2991099,-135305.0,-4.327815599007677
5-9,persons,2033,3191196.0,3029866,-161330.0,-5.055471365594593
10-14,persons,2033,3285912.0,3204951,-80961.0,-2.46388217335096
15-19,persons,2033,3606960.0,3529015,-77945.0,-2.1609610308958236
20-24,persons,2033,3871365.0,4016682,145317.0,3.7536372829738345
25-29,persons,2033,3680923.0,4128966,448043.0,12.1720285917418
30-34,persons,2033,3478720.0,4243461,764741.0,21.983401940943796
35-39,persons,2033,3723804.0,4374612,650808.0,17.476967101383423
40-44,persons,2033,3880355.0,4360028,479673.0,12.36157516515886
45-49,persons,2033,3797481.0,4093241,295760.0,7.78832073155863
50-54,persons,2033,3709423.0,3805127,95704.0,2.5800239012913866
55-59,persons,2033,3357687.0,3374861,17174.0,0.5114830536616427
60-64,persons,2033,3673306.0,3641249,-32057.0,-0.8727015936053245
65-69,persons,2033,3657895.0,3591581,-66314.0,-1.8129005889999577
70-74,persons,2033,3176583.0,3101283,-75300.0,-2.3704716671971107
75-79,persons,2033,2486485.0,2401314,-85171.0,-3.4253574825506687
80-84,persons,2033,1965036.0,1900363,-64673.0,-3.29118652279144
85-89,persons,2033,1413180.0,1387227,-25953.0,-1.8364964123466223
90-94,persons,2033,542573.0,527549,-15024.0,-2.769028315083869
95-99,persons,2033,148725.0,140062,-8663.0,-5.8248445116826355
0-4,male,2034,1608260.0,1535516,-72744.0,-4.523149242037979
5-9,male,2034,1633304.0,1558901,-74403.0,-4.555367524967795
10-14,male,2034,1678927.0,1618483,-60444.0,-3.6001565285447192
15-19,male,2034,1826486.0,1796905,-29581.0,-1.619557992779578
20-24,male,2034,2000311.0,2056126,55815.0,2.790316105845541
25-29,male,2034,1934221.0,2131780,197559.0,10.213879386068086
30-34,male,2034,1775295.0,2161462,386167.0,21.75227215758508
35-39,male,2034,1881828.0,2185509,303681.0,16.137553485228192
40-44,male,2034,1949632.0,2144345,194713.0,9.987166808915736
45-49,male,2034,1892379.0,2013744,121365.0,6.413355886954991
50-54,male,2034,1834550.0,1862322,27772.0,1.5138317298520074
55-59,male,2034,1670347.0,1665641,-4706.0,-0.2817378664433199
60-64,male,2034,1759711.0,1733802,-25909.0,-1.4723440383108362
65-69,male,2034,1766586.0,1728942,-37644.0,-2.1308897500602857
70-74,male,2034,1563180.0,1517729,-45451.0,-2.9075986130835862
75-79,male,2034,1197736.0,1150143,-47593.0,-3.9735801545582663
80-84,male,2034,886724.0,841860,-44864.0,-5.059522466968301
85-89,male,2034,622896.0,598530,-24366.0,-3.911728442629267
90-94,male,2034,227672.0,212470,-15202.0,-6.677149583611511
95-99,male,2034,54186.0,47045,-7141.0,-13.17868084006939
0-4,female,2034,1533044.0,1459962,-73082.0,-4.767116925541602
5-9,female,2034,1558027.0,1480011,-78016.0,-5.007358665799758
10-14,female,2034,1599567.0,1538110,-61457.0,-3.842102268926528
15-19,female,2034,1727546.0,1705677,-21869.0,-1.265899721338824
20-24,female,2034,1885854.0,1948385,62531.0,3.3157922087287774
25-29,female,2034,1825654.0,2020453,194799.0,10.670094114218797
30-34,female,2034,1685462.0,2093443,407981.0,24.205885389287925
35-39,female,2034,1805889.0,2203195,397306.0,22.00057700113351
40-44,female,2034,1920747.0,2243263,322516.0,16.791175516608902
45-49,female,2034,1930993.0,2155298,224305.0,11.61604418037766
50-54,female,2034,1896012.0,1981039,85027.0,4.4845180304766
55-59,female,2034,1712169.0,1741768,29599.0,1.7287428986274136
60-64,female,2034,1838974.0,1829792,-9182.0,-0.4993001532376205
65-69,female,2034,1887766.0,1861996,-25770.0,-1.3651056327955902
70-74,female,2034,1705102.0,1668535,-36567.0,-2.144563785626901
75-79,female,2034,1351791.0,1314269,-37522.0,-2.775724945646183
80-84,female,2034,1071759.0,1047206,-24553.0,-2.2909068176707637
85-89,female,2034,822430.0,820165,-2265.0,-0.2754033777950707
90-94,female,2034,347714.0,350063,2349.0,0.6755551976624468
95-99,female,2034,99800.0,98474,-1326.0,-1.3286573146292584
0-4,persons,2034,3141304.0,2995478,-145826.0,-4.642212278722467
5-9,persons,2034,3191331.0,3038912,-152419.0,-4.7760323200570545
10-14,persons,2034,3278494.0,3156593,-121901.0,-3.718201100871315
15-19,persons,2034,3554032.0,3502582,-51450.0,-1.4476515686971867
20-24,persons,2034,3886165.0,4004511,118346.0,3.045315883396613
25-29,persons,2034,3759875.0,4152233,392358.0,10.435400113035673
30-34,persons,2034,3460757.0,4254905,794148.0,22.947233798848053
35-39,persons,2034,3687717.0,4388704,700987.0,19.008698335582693
40-44,persons,2034,3870379.0,4387608,517229.0,13.363781686496337
45-49,persons,2034,3823372.0,4169042,345670.0,9.040972209871288
50-54,persons,2034,3730562.0,3843361,112799.0,3.02364630315754
55-59,persons,2034,3382516.0,3407409,24893.0,0.7359314782250845
60-64,persons,2034,3598685.0,3563594,-35091.0,-0.9751061846202154
65-69,persons,2034,3654352.0,3590938,-63414.0,-1.735300813933633
70-74,persons,2034,3268282.0,3186264,-82018.0,-2.5095141728896095
75-79,persons,2034,2549527.0,2464412,-85115.0,-3.3384623892980936
80-84,persons,2034,1958483.0,1889066,-69417.0,-3.544426987622563
85-89,persons,2034,1445326.0,1418695,-26631.0,-1.842560086790108
90-94,persons,2034,575386.0,562533,-12853.0,-2.2338047849617473
95-99,persons,2034,153986.0,145519,-8467.0,-5.498551816398893
0-4,male,2035,1617642.0,1538262,-79380.0,-4.907142618700553
5-9,male,2035,1634276.0,1562028,-72248.0,-4.420795508225049
10-14,male,2035,1673763.0,1600287,-73476.0,-4.389868816552881
15-19,male,2035,1800984.0,1780027,-20957.0,-1.1636416536737697
20-24,male,2035,2001089.0,2045676,44587.0,2.2281367795235494
25-29,male,2035,1974808.0,2145332,170524.0,8.634966032140847
30-34,male,2035,1781866.0,2181914,400048.0,22.45107095595292
35-39,male,2035,1863925.0,2197756,333831.0,17.910109044087076
40-44,male,2035,1933563.0,2153636,220073.0,11.381734135375988
45-49,male,2035,1906512.0,2044342,137830.0,7.229432597329574
50-54,male,2035,1840833.0,1876528,35695.0,1.9390678024568224
55-59,male,2035,1700919.0,1697150,-3769.0,-0.2215860955166001
60-64,male,2035,1727407.0,1701597,-25810.0,-1.4941470076247232
65-69,male,2035,1754810.0,1716396,-38414.0,-2.189068902046375
70-74,male,2035,1602429.0,1551819,-50610.0,-3.1583302598742287
75-79,male,2035,1234322.0,1187518,-46804.0,-3.791879266512304
80-84,male,2035,889577.0,842262,-47315.0,-5.318820068414539
85-89,male,2035,630911.0,604229,-26682.0,-4.22912264962887
90-94,male,2035,240406.0,225449,-14957.0,-6.221558530153158
95-99,male,2035,55711.0,48161,-7550.0,-13.552081276588106
0-4,female,2035,1541971.0,1462573,-79398.0,-5.149124075614911
5-9,female,2035,1558931.0,1483107,-75824.0,-4.863845802027159
10-14,female,2035,1594580.0,1519455,-75125.0,-4.7112719336753255
15-19,female,2035,1704703.0,1689427,-15276.0,-0.8961091756159284
20-24,female,2035,1884925.0,1939095,54170.0,2.8738543973898167
25-29,female,2035,1864601.0,2038318,173717.0,9.316577648515688
30-34,female,2035,1692939.0,2096521,403582.0,23.83913419207662
35-39,female,2035,1785278.0,2198249,412971.0,23.132027616987383
40-44,female,2035,1900647.0,2240016,339369.0,17.855446066523662
45-49,female,2035,1934112.0,2186260,252148.0,13.036887212322762
50-54,female,2035,1899479.0,2001303,101824.0,5.360627835316947
55-59,female,2035,1746189.0,1782359,36170.0,2.071367990521072
60-64,female,2035,1802497.0,1794978,-7519.0,-0.4171435514178386
65-69,female,2035,1874025.0,1849919,-24106.0,-1.2863222208881953
70-74,female,2035,1750735.0,1712947,-37788.0,-2.1584077544574134
75-79,female,2035,1391905.0,1354712,-37193.0,-2.672093282228313
80-84,female,2035,1071450.0,1045308,-26142.0,-2.4398712025759486
85-89,female,2035,834394.0,831952,-2442.0,-0.2926674928151448
90-94,female,2035,363771.0,368634,4863.0,1.3368300386781793
95-99,female,2035,101740.0,100746,-994.0,-0.9770001965795164
0-4,persons,2035,3159613.0,3000835,-158778.0,-5.025235685509586
5-9,persons,2035,3193207.0,3045135,-148072.0,-4.637093680428485
10-14,persons,2035,3268343.0,3119742,-148601.0,-4.546677016457576
15-19,persons,2035,3505687.0,3469454,-36233.0,-1.0335492016258154
20-24,persons,2035,3886014.0,3984771,98757.0,2.5413444213016216
25-29,persons,2035,3839409.0,4183650,344241.0,8.965989296790209
30-34,persons,2035,3474805.0,4278435,803630.0,23.12734095870128
35-39,persons,2035,3649203.0,4396005,746802.0,20.46479738178446
40-44,persons,2035,3834210.0,4393652,559442.0,14.590802277392214
45-49,persons,2035,3840624.0,4230602,389978.0,10.15402705393707
